restaurant_overall_rating,user_rating,user_review,restaurant_num_reviews,restaurant_location,restaurant_name,user_name,user_location,restaurant_phone,restaurant_url
4.5,5.0,Amazing food. A very unique place with a menu that is so different from any place. I was very pleasantly surprised at the variety of vegetarian options.,797,"Washington, DC",Roses Luxury,Ramesh M.,"Suwanee, GA",2025808889,/biz/roses-luxury-washington
4.5,5.0,"I have already written many love letters to Rose's Luxury--but when love is real, you want to shout it from the rooftops!Rose's, I love you.",797,"Washington, DC",Roses Luxury,Kim L.,"Washington, DC",2025808889,/biz/roses-luxury-washington
4.5,5.0,"Popcorn soup with lobster. Sausage, habanero, lychee salad. Every, single pasta on the menu. These were a few of my favorite things. To describe them in detail would be pointless, because with 488 other reviews, I'm sure you can find a detailed description if you need it. But for what it's worth, that is how I'm casting my vote when it comes to the food itself (and we tried almost everything on the menu). Here's why: The popcorn soup and sausage/lychee salad top the list for originality. As for the pastas, they are all winners in a completely different way--they are perfectly executed versions of comforting, classics.I always go to restaurants for the food, but warm service and a good vibe never hurts. And in addition to the fantastic food, Rose's has both in spades. Everyone we talked to seemed absolutely stoked to be working there, happy to be serving us, and genuinely excited to offer recommendations. But the service was not intrusive or suffocating. The whole restaurant felt relaxed, friendly, and shockingly low-key (in a good way) for a place that has a line out the door before they even open every night.Now I'm not going to lie, the whole experience was not hurt by the fact that my dear, dear friend waited in the line for over an hour (in the drizzly rain) to put our name in. I just rolled up to a nearby bar after she did the hard work to drink cocktails and wait with her for the table. It was my birthday, so it was a very kind gesture on her part. That being said, I'm willing to wait in that line (although maybe not in the rain) for another chance to eat at Rose's. And I freaking hate lines. (See: I've never had a Georgetown Cupcake.)Some friends and I have a running joke, whereby when we say something is good, we might emphasize it by saying ""definitely top five X"" (top five bites, top five burgers, top five divebargrilledcheesesandwiches etc.). Ostensibly we're mocking the obnoxious popular habit of listing favorites, even though inwardly we clearly find ourselves struggling against the irresistible impulse to do the same thing. To categorize, to put experiences in neat little boxes. So! As the year draws to a close, I have to say: Rose's was definitely in my Top Five meals of 2014.",797,"Washington, DC",Roses Luxury,Kate N.,"Washington, DC",2025808889,/biz/roses-luxury-washington
4.5,5.0,"Probably one of the best meals I have ever had.I ended up cozying up to the bar. Started with the rose and rye drink. OMG if I could drink more, I would have had those all night.Had the pork sausage and lychee salad. Pretty good, but actually my least favorite of the meal. I don't really like raw onions, that's probably why.Next I had the crispy soft shell crab with asparagus and white balsamic. This was the STAR! You must try this one!The bartender sent over the cacio e pepe. Amazing! Love at first bite. Perfect texture.I ordered the spaghetti with spicy strawberry sauce and ricotta. At this point, I was stuffed and ready to waddle out of there. So I took a few bites and had it wrapped up to go. The flavors were totally unexpected. Sweet but a little spicy, some bite. Really yummy!",797,"Washington, DC",Roses Luxury,alli c.,"Los Angeles, CA",2025808889,/biz/roses-luxury-washington
4.5,3.0,"I hate to say it, but yes this place is definitely overrated. Was it still a pleasurable experience? yes!! was service awesome and our server very  knowledgeable? absolutely. However, the food was only ok. The hamachi tacos were fresh, but just lacked a little bit of flavor. It was very underwhelming. However, the pork sausage and lychee was my favorite from the night. The sweetness from the lychee and the saltiness from the sauage was a really delicious combo. The grilled asparagus  - while cooked perfectly, was still not a wow factor. Even the smoked brisket (Family style) was on the drier side with a ton of fat (which as an asian and used to this type of meat, i love, but i can see how non asians might not love this) although the slaw that came with it was refreshing and tasty. Of course, being the fatties that we were, we ordered both the pea cake and the coconut dessert - both were very delicious and s i think if the pea cake didn't have all of the extra leaves in the dessert, I would've probably loved it even more. Overall, we were lucky that we didn't have to wait long for the meal, but if it was like any of everyone's stories of waiting in line and being on a wait list for hours, we would've been pretty disappointed. Otherwise, a solid spot, but nothing to go out of your way for and definitely not wait for hours in line for.",797,"Washington, DC",Roses Luxury,Anne C.,"Washington, DC",2025808889,/biz/roses-luxury-washington
4.5,4.0,"Great restaurant with a disaster of a ""reservation"" system. That said, I  get that this is a popular hip restaurant that's going to fill every seat every night so they can do whatever they want and not give two damns. The problem isn't waiting in line - that's expected. The problem is that everyone in line seems to be holding a spot for 3 other friends. So when you show up at 4:30, look at the line and count 40 people in front of you, it doesn't seem so bad. By 5:30 all the friends showed up, cut you in line, and now there's 100+ people in front of you and it's unclear whether you'll actually be seated for the first service or not. But I digress. Once you're in your seat at your table the dining experience is quite excellent. Servers know what they're doing. Beverage glasses are never empty. And the food is all delicious and pretty creative (some dishes better than others, obviously). You're looking at around $120-$140 for a couple (one drink each, food, tax and tip). It's not cheap but not over the top either.",797,"Washington, DC",Roses Luxury,Rob P.,"Washington, DC",2025808889,/biz/roses-luxury-washington
4.5,4.0,"It was very good and an enjoyable experience with interesting food. Again, DC cuisine just can't hold a candle to SF, LA or NYC, however Rose's Luxury is pretty damn close and can definitely play with the big boys. Kind of reminds me of Red Medicine, but I prefer Rose's down home country vibe better.Negatives:1. We told them ten times it was my Birthday, and nary a candle or acknowledgment did we get - like having an Xmas Bday is not bad enough;)2. We waited 2 hours for a table3. Wait staff was not bad but it just seemed collegiate somehow4. Salads were underwhelming with pungent sharp red onion5. Dessert was blahPositives:1. Cute atmosphere, cozy, chic and hip2. Popcorn soup, although the serving size is three spoons, is excellent.3. chix fried oysters delicious. 4. creative menu5. I love the Texas stuff in the restroom, love Texans6. Very cute spot - good family style meals too - eggplant very nice7. Prices very reasonable, much more so than we imagined It was cute. I like it. Does it blow my socks off? Not in the slightest but it is cute kitschy and yummy and worth the wait if you feel like drinking in a bar for a few hours. but if hungry, go elsewhere. and I don;t recommend it for Birthdays.",797,"Washington, DC",Roses Luxury,Sonj H.,"Santa Monica, CA",2025808889,/biz/roses-luxury-washington
4.5,5.0,"I've been wanting to come here since it opened. There's always either a line halfway down the block or a wait of 1-3 hours. So, randomly, a friend and I decided to give it a shot last night and there was only an hour wait. We headed upstairs for a drink at the bar while we waited. The decor is awesome. Antique (think stylish and cohesive, not dated and mismatched) pieces are everywhere and perfectly suited for the meal that was coming. It felt like being at your favorite aunt's house. From the moment we walked in until the moment we left, the service was awesome. Everyone was very kind and warm which enhanced the familiarity feeling.Now the food. I don't know where to begin because each bite made me thank Jesus for the experience. First we had caviar with homemade potato chips. I don't remember the type of roe (they have a separate menu) but it was yummy! This was paired with a glass of complimentary champagne. Extra yum! Next up, the popcorn/lobster soup. To which all I could say was...YES! So creamy, so soft, so divine. Then came the pork sausage, habanero and lychee salad. The ingredients are in a bowl and you're instructed to stir then eat. This was, without question, a party in my mouth and I wasn't invited. We then had the quail which was seasoned perfectly with a cider glaze. If there was something else on that plate, I don't remember because the quail was the star.Next, yes there's a ""next"", we attempted to eat the brisket. Honestly we were so full at this point we could hardly move but...we persevered. The brisket was SO tender, it was difficult getting it to stay on the fork! It came paired with horseradish, toast and slaw. Soon after it became paired with a carry out container because we reached our capacity. Since we were out pre-celebrating my birthday, and the staff knew, I was given a treat. An avocado and pistachio ice cream. Now these are two ingredients that, separately, I can do without. Howsomever, it was pretty darn tasty.I, definitely, see why this was voted the best new restaurant in 2014.Go. Believe the hype. Enjoy.",797,"Washington, DC",Roses Luxury,Kristin A.,"Washington, DC",2025808889,/biz/roses-luxury-washington
4.5,5.0,"Your review helps others learn about great local businesses.What a fantastic choice we made for celebrating our 25th Wedding Anniversary.  From the warm and welcoming Hanna (whose very personality would make one want to travel across town at rush hour for waiting in line) to KC, amazingly kind to the best wait staff in town!  We were blessed with Thea who truly made our evening a fabulous experience!  It is true what they say about Roses...there is a contagious friendliness amongst all the staff that overflows to the patrons.  That said both beverages and food were amazing and delicious!  The best part is that the atmosphere is so relaxed no one ever seems to be in a hurry so one can leisurely enjoy the meal.  We enjoyed every dish and we loved that there were many small plate items we could share  You savor every bite and never feel overstuffed.  The meal concluded with the best French press coffee accompanying a delicious dessert.  Roses is now our favorite DC Restaurant & we look forward to coming back soon.Please don't review this business if you received a freebie for writing this review, or if you're connected in any way to the owner or employees.",797,"Washington, DC",Roses Luxury,Patty W.,"Washington, DC",2025808889,/biz/roses-luxury-washington
4.5,5.0,"If I could give this place more stars I would.  Never ever have I had a meal like this in DC.  The food was outstanding and completely worth the two hour wait time.  Vegetarians take heed, this is your mecca.  Almost everything on the menu can be changed for you and guaranteed you will not leave hungry. The food had such interesting flavors and combinations.  Things I don't even like (like lychees and kumquats) I craved to eat more of! The decor, service and booze were awesome and I really appreciated how everyone took the time to explain the menu to us properly. I think dessert was where my unconventionality had reached its limit food wise, but the pea cake and eggplant torte were worth a try at least once. Go with an open mind and plenty of time and you won't regret it.",797,"Washington, DC",Roses Luxury,Nandini M.,"Washington, DC",2025808889,/biz/roses-luxury-washington
4.5,5.0,"We went to Rose's Luxury for our one-year anniversary on a Monday evening in late August. I showed up at 5pm (when the restaurant opens) and there were about 25 people in line, but it moved really fast. They took my phone number down and said it would be 1-1.5 hours wait, and got sat at the 1.5 hour mark. We had a drink up at the bar while waiting and then the dining experience began! If I had to choose a favorite, it would be the buttermilk bread and the pork sausage dish. Also the avocado dish was incredible. But really, everything on the menu was so good. The only thing I didn't totally love was the strawberry spaghetti, simply because my mind expected marinara sauce and couldn't get over it! The service was spectacular and I totally understand they hype now.",797,"Washington, DC",Roses Luxury,Ariane H.,"Portland, OR",2025808889,/biz/roses-luxury-washington
4.5,5.0,"Amazing food, impeccable service, I seriously could go on and on. My expectations for Rose's were sky high and I had been eagerly anticipating a visit, but had been putting it off because of the whole no reservations thing, and I must say my expectations were exceeded in every way. The food is creative and delicious, I know I already mentioned how great the service was but I can't say it enough.Easily one of my top ten meals of all time! Can't wait to come back!",797,"Washington, DC",Roses Luxury,Cooper R.,"Annandale, VA",2025808889,/biz/roses-luxury-washington
4.5,4.0,"Came here on a shower filled Thursday at 7 and was told to expect 1-2 hour wait. We were seated around 8:30.The place is homey and understated, nothing pretentiously modern, excessively eclectic, or dramatically dark. Just clean, relaxed, and welcoming. The focus is definitely on the experience, the dining company and the food. While our server pretty much abandoned us for the majority of our meal, the busser and the food runners were beyond polite and attentive.In terms of the food, the lychee salad was a standout along with the soft shell crab and asparagus. We also ordered the avocado with cotija cheese... I'm a sucker for cilantro and avocado so I enjoyed the dish but it just lacked that extra element of surprising flavor that is characteristic of the other menu items. The two pastas we tried were whole wheat reginetti with kale and the strawberry spaghetti with ricotta. The whole wheat was disastrous and way too salty. So bad I contemplated about sending it back but our server was nowhere to be found. I liked the inventiveness and creativity of the strawberry and ricotta though it was just a tad spicy for me. We were treated with a complimentary cacio e pepe that was well executed and delicious that I wish was on the menu.Overall, I do like the fact that roses luxury is all about the food and a waitstaff that elevates the experience. They course out the dishes so it arrives timely to each dining party. However, I was a bit disappointed that the dishes were not equally executed with the same precision given the rather limited menu options. Due to the strength of the other dishes and the feel of the restaurant, it warrants a return visit.",797,"Washington, DC",Roses Luxury,Kelley D.,"Rockville, MD",2025808889,/biz/roses-luxury-washington
4.5,5.0,Perfect dinner date place! Service was above and beyond and the food was somewhat life changing. Obviously we had to wait a long time to get our table but it was completely worth it. The fried chicken was to die for!,797,"Washington, DC",Roses Luxury,Nolan J.,"Midlothian, VA",2025808889,/biz/roses-luxury-washington
4.5,5.0,"This was my third time trying to get into Rose's. We lined before 4pm on a Friday to get a table and both other times after waiting for more than an hour we were going to be in the last seating so bailed out.So you may be thinking is it worth waiting that long outside at that?? After eating here, the answer is a resounding ABSOLUTELY!! It was one of the best meals I've ever had.The menu seems like nothing special just normal small plates, but the way they prepare the food is amazing and so unique. Even something as simple as a grilled avocado was the best I've had. Our favorites were the cheese stuffed gnocchi, Asian style catfish and the eggplant parm. The desserts were also some of the best I've had. I usually dont love ice cream but their cinnamon ice cream and banana ice cream HOLY AMAZINGNESS! It was so fresh.The menu changes regularly so these may not be on it again but I have full faith it is always as good. Not too pricey either but you definitely won't get out for under $50 per person if you try a fair amount of the small plates.",797,"Washington, DC",Roses Luxury,Sam Z.,"Raleigh, NC",2025808889,/biz/roses-luxury-washington
4.5,5.0,"Stop what you are doing now and go get in line at Rose's luxury now!  They do not take reservations so getting there before 5pm is a good idea.  You will likely get seated promptly if you arrive on a weekday but weekends are a different story.We arrived right at 5pm on a rainy Tuesday and would have been seated right away but we were missing 1 of our party of 4.  The three of us already at the restaurant went to the bar upstairs and had some delicious cocktails.  They were kind of like what you would get at a craft cocktail specialty spot.Once our final party member arrived we were seated.  We ordered several appetizers but we could have done with none of them because the biscuits and butter combo that is sent to the table is a delicious appetizer in and of itself!  We ordered 2-3 baskets of them because we kept going through them.  By the time the food arrived we were already stuff but we decided to fight through it based on the amazing recommendations.  I know, not everyone is up to such a challenge but we are a different kind of foodie.  We can't stop, won't stop.The highlight of the evening was the brisket.  It was a generous portion and delicious.   The gnocchi was great and I also enjoyed the cauliflower - and I don't even like cauliflower!The best part of the evening was the value.  For a fine dining establishment in DC with outstanding service, I would recommend this to anyone looking for a good value for fine dining in DC.Don't let the wait scare you, go ahead and get check this place out on a random weekday!",797,"Washington, DC",Roses Luxury,Dipesh P.,"Washington, DC",2025808889,/biz/roses-luxury-washington
4.5,5.0,It's said to be Americas top restaurant and I believe it. If you can get in then it's worth the wait.  Trust me. You will want to stand in line for this place. Menu changes all the time so there are no hints to try constantly. But food is amazing and staff is just as great.  A MUST TRY HANDS DOWN!!!,797,"Washington, DC",Roses Luxury,Danny H.,"Fullerton, CA",2025808889,/biz/roses-luxury-washington
4.5,5.0,"This was straight up potentially the best meal I've ever had in my life, and unquestionably the best customer service I've ever had a restaurant.  Lauren is a phenomomal waitress and professional.",797,"Washington, DC",Roses Luxury,Ben R.,"Washington, DC",2025808889,/biz/roses-luxury-washington
4.5,3.0,"I just can't give it 5 stars, sorry. It's good, but is it worth all the hype and standing in line for nearly 2 hours? Not in my opinion. We had several small plates to share, and the only one that was really exceptional was the coconut-chili pork lychee salad. Everything else was just decent. Food you could get elsewhere, maybe presented differently, for much less money and a lot less waiting.",797,"Washington, DC",Roses Luxury,J. L.,"Alexandria, VA",2025808889,/biz/roses-luxury-washington
5.0,5.0,"I was excited when Nido opened up because it's super close to me! Which means I can get there early and have my pick of seats, enjoying the space before it fills up.Sitting in the window is really nice-- definitely try for that area if you can. The robin's-egg blue and white color scheme lends an airy feel to the whole place, which has a bird/nest theme. Since the focus is on small plates, it's great to get the chickpea puree or ricotta to start. Both have very generous portions (not enough bread, but they're happy to bring you more for free) and are some of the best versions of the dip/spread I've had. They're both drizzled with a bit of olive oil and coarse salt and pepper, which really accent the flavor. For the small plates, which change frequently, I really like the tender duck (though the fat under the skin could have been rendered just a little more, I think) and little clams that have a  yummy sauce. The swordfish was a tad dry but the romesco sauce definitely helped, and it was nice to have a rounded mini-meal on the plate with the patatas bravas and rapini. The pappardelle wasn't my jam but my friend really liked it. I think I like a ragu-style sauce more than having chunks of pork-- the lemon was an interesting touch though, that brightened the whole plate. Don't overlook the salads! The baby lettuce salad was lightly dressed (yay!) and even had blue cheese, which I normally don't like, but since it was used in such moderation and balanced well with the rest of the ingredients (apples, spiced walnuts, raspberry vinaigrette) it worked for me. Last time, I got a dish with lima beans, corn, tomatillos and tomatoes that was also super refreshing. There was some type of basil in it that we couldn't quite identify, but tasted almost lemony, tying together the great end-of-summer dish. It was definitely more crowded this time, which is a good sign-- I think more people should know about this place, which is helping to fill the void between Bloomingdale and Hyattsville. Hope this trend continues!",40,"Washington, DC",Nido,Karen S.,"College Park, MD",2026272815,/biz/nido-washington-2
5.0,4.0,"A restaurant not to judge by its cover. We found this place on Yelp, and when we rolled I'll admit I was a little suspect. The area is dimly lit with little to no street lights and the place does not have a light up sign. However, when we walked in my impression took a 180. Inside is very warm and simple. There is also a fun downstairs room for a little bit more lively experience in case you have a group and want to be a bit louder.We about 6 dishes and very pleased with each one. However if there is one thing you must try it's the grilled octopus, that was my favorite.They also make fine cocktails here which compliment dinner really well.",40,"Washington, DC",Nido,Mark S.,"Arlington, VA",2026272815,/biz/nido-washington-2
5.0,5.0,"Whoa, Nido. Slow down. Save some for the second date. I know first impressions are important, but you didn't have to try to sweep me off my feet so soon. I do have to admit, though, I'm already looking forward to our next little rendezvous. Just, you know, play it cool, don't tell Sonoma or Floriana, I don't want them thinking we're already an item. Yet.So yeah, safe to say, this place absolutely wowed me on my first visit. The tiny and cute blue exterior makes it look like it could be a shop selling flowers or arts and crafts, definitely outpacing the rest of the neighborhood a bit. The interior is small but open and airy and light, the decor is spartan but inviting, right out of some modern design magazine. The service is friendly and attentive, and the overall feeling of the place is that you're just visiting some friends who are great hosts with a particularly nice and upscale dining nook in their kitchen. Our server was super helpful with recommendations, especially helpful with gauging the size of dishes and how many we'd need, and when I asked her to bring me a red wine that would pair well with our selections, whatever mystery red she brought nailed it.The food perfectly mirrored the simple yet elegant ambiance, with dishes that didn't overwhelm the palate but still provided a sensual joy in each bite. Seriously, when you order chickpea puree, you think you're just getting hummus, yeah? Whatever came on that plate was smooth and creamy enough to make the executives at Sabra commit seppuku with shame. Pappardelle with pork sauce and parmesan always floats my boat, but some genius in Nido's kitchen decided to add some lemon and give the dish a delightful lightness. In all, my party of four ordered maybe seven or eight dishes, and upon walking out we all agreed that there wasn't a weak offering among them.My first meal at Nido was like one of those early exciting kisses with your new girlfriend, you come up for air and already can't wait for the next one. Fortunately I think they have enough love to go around, so I advise you to rush over and get in on this hot steamy affair right away.",40,"Washington, DC",Nido,Joe L.,"Washington, DC",2026272815,/biz/nido-washington-2
5.0,5.0,What a nice surprise. Just down the road from pawn shops and liquor stores on and undistinguished part of Rhode Island Ave. is this tiny gem. Beautifully and tastefully decorated. Wonderful service. A simple generous menu. And of course delicious food makes this a restaurant you need to visit.On this day we had brunch of Gigante beans chorizo and upside down blueberry cake. Each was well done and well executed.,40,"Washington, DC",Nido,Vincent M.,"Washington, DC",2026272815,/biz/nido-washington-2
5.0,3.0,"I hate to be the one to point out that the emperor has no clothes, but this place was a big disappointment for having such high reviews.  Bright, simple decor, open space, and quick service.  No marks off for any of those. But the wine was mediocre, overpriced, and the pours extremely stingy (perhaps 3-4 oz).  For $14 per glass I expect much more.  The octopus dish was tasty and the highlight of our meal.  The cauliflower dish with harissa was poorly executed--essentially just raw cauliflower placed on a plate of sriracha.    The parpardelli with pork was pretty good, a solid B.  The tab was over $100 with tip and we were still hungry. Would maybe give it a shot in 6 months to see if it's gotten better, but in no rush to go back.",40,"Washington, DC",Nido,Adam M.,"Washington, DC",2026272815,/biz/nido-washington-2
5.0,5.0,"This review isn't only because the food was fresh and fantastic, but because I really want to see this place succeed.Don't let the location deter you from going.  This is the perfect setting for most things worthwhile.  Rhode Island NE is on other spectrum of City Center, with more to offer at this one single establishment than all of City Center combined.We were hesitant at first, due to the perfect reviews (questionable), the sketchy drive, and the rub with the hostess prior to being seated at the bar.  Everything from that point on, was perfect.  We built a relationship with the bartender, and everything that was delivered to us gastronomically was deeelicious and innovative.  It was refreshing to be able to taste things that we've had a hundred times before, presented to us in a whole new light.  Everything was made perfectly, and this isn't something I'd admit openly very easily.  The only complaint I have is that the small plates were small, and it leaves you wanting more. In the end, this isn't a true complaint, because it only leave me wanting to come back for more.",40,"Washington, DC",Nido,Casey N.,"Silver Spring, MD",2026272815,/biz/nido-washington-2
5.0,5.0,"Per the recommendation of a friend, my wife and I ventured 15 minutes from the Hill due north to try Nido for ourselves and we were NOT disappointed. A solid 5 star rating.Atmosphere: It's simple, yet beautiful inside from the tables to the place mats to the bathroom. If you like simple and clean, this is your place.Food: Amazing. Definitely get the pork shoulder and chickpea puree and roasted vegetables. We ordered the papardelle pasta and it was good, but it had lemon peel in it, which at first made us think it was gristle. Advice to the chef: Perhaps try lemon zest so it doesn't scare people. :) It tasted amazing, though. The pistachio pot de creme was great. My cocktail (The Cobbler) was perfect if you like sweeter drinks.Service: Amazing.We'll for sure be back!P.S. The one weird thing to note is that the bathroom light fades off after a few minutes. If you move slightly, you're fine, but in case you're in there for awhile sitting still, you may be a little caught off guard. :)",40,"Washington, DC",Nido,Austin G.,"Washington, DC",2026272815,/biz/nido-washington-2
5.0,5.0,"I know this place will come onto your radar eventually.... I know, you will google map it and be like me: WHAT???!! Where?! How do I get that ... far? But you will bookmark it 'for future reference' and one Friday night will decide to give it a try.So, the said Friday. By now, you are about 4 blocks away from the district border line, $15 deep into the adventure (thanks, Uber!), observing the neighborhood you have never seen before - leaving the Ivy City, Brentwood and Brookland in the dust. Not to worry: that is the wisest investment you have made in a while - paid back in an unbelievable flavor, not-so-small share plates, delicious drink menu and super amicable staff that makes every effort to turn your dinner into an experience. I am not sure where to start and where to end. After having visited so many new, trendy, DC standard priced, small plates, over advertised and notorious places that are just trying too hard to be something - I see your skepticism - but give Nido a try! Simple, clean decor lines, reminiscent of Spanish or Italian coast line, spacious setting, muted music in the background and slightly modest, attentive, disciplined staff who seems really to care about what you eat, what you like, how you feel and how to make it even better. The menu is a celebration - causing you to pause and enjoy your time - luckily there is not yet a line outside the door hugging the block. The first dish comes out, full of smoky flavor, textures, surprise elements, a few sweet undertones. Second - gosh, the garnish, the sauce drops, al dente pasta, crispy mushrooms - all makes such an amazing balance. Third... you got the idea. And the portions are not shy - for the price of a small appetizer plate elsewhere in the district. After all you decide to go for dessert - yet another perfect, moist, bold piece. At the end, sipping your cocktails, people watching and having a pleasant talk, you kind of wish you could re-experience this over and over again.",40,"Washington, DC",Nido,Katya H.,"Washington, DC",2026272815,/biz/nido-washington-2
5.0,4.0,"We recently had a very enjoyable meal here. The place is cozy and almost everything we ate was delicious (esp. the basque stew!). The octopus was a tad too hard/chewy and the pappardelle, while very tasty, was a bit too rich and thick for my preference. The only hiccup we had was some misunderstanding with the service, so we missed out on a dish we wanted to try (the order was not placed with the kitchen).We're looking forward to our second visit!",40,"Washington, DC",Nido,Susan Y.,"Washington, DC",2026272815,/biz/nido-washington-2
5.0,5.0,"Yum chica yum yummm! Nido exceeds all expectations for deliciousness and subsequent happiness. Fully preparing for tiny food, I filled Boyfriend up with protein before venturing to this new Woodridge hotspot.  Snacks of chickpea purée and homemade ricotta as well as small plates of braised pork and linguine were shockingly hearty and filled our party of two well past the brim.  (This means a lot when feeding a man at a trendy restaurant who earlier in the day was asked if he was a Green Bay Packer.)  Amazing service as well--bar staff was kind, knowledgeable, and full of recommendations without being pushy. I cannot wait to become a Nido regular.",40,"Washington, DC",Nido,Theresa L.,"Washington, DC",2026272815,/biz/nido-washington-2
5.0,4.0,"I had the pleasure of going to Nido last night for a small company dinner. The shear fact that Nido looks completely out of place made me very intrigued and once I looked up the menu I knew I had to go, so I was definitely excited for this dinner. Upon arriving I saw my group at the bar sipping cocktails and waiting for the table. The bartender was very friendly and asked if I would like anything to drink right away. I decided to go with a bamboo cocktail and was delivered a classy pink concoction with two green olives skewered on a bamboo toothpick. Unfortunately I cannot tell you what exactly was in it, but it was delicious and the bartender even made sure I liked it after trying it. After a little longer we were finally told our table was ready and were sat in the back corner. Imediately we ordered some snacks to share, as we were all starving; we started off with the following: Stuffed Grape Leaves, Sicilian Chickpea Puree, Blistered Shishito Peppers, House Made Whole Milk Ricotta and Smoked Trout Rillette Crostini. Food came out rather quickly as it was prepared and everything was delicious. My personal favorites were the House Made Ricotta and Shishito Peppers. Least favorite being the Stuffed Grape Leaves because I wasn't the biggest fan of the chicken liver.Next we ordered small plates to share. Again, everything came out as it was prepared and everything was delicious. The dishes we tried included the Hierloom Tomato, Tomatillo & Corn Salad, Braised Pork Shoulder, Grilled Octopus and Papardelle. The salad was perfectly dressed, incredibly flavorful and fresh. The pork shoulder had an amazing sauce and was filling paired with the patatas bravas. The octopus was not chewy at all and was just even better with the chorizo and beans and the papardelle was true homemade pasta with love!Between the four of us we all ate well, enjoyed what we had and were able to have a wonderful dinner due to a pleasant atmosphere. Nido gets a 5 for food but I had to knock them down to 4 for service, unfortunately it took awhile to order additional food/drinks when the restaurant is extremely small.",40,"Washington, DC",Nido,Jennifer W.,"Washington, DC",2026272815,/biz/nido-washington-2
5.0,5.0,"Nido is really, really good. There's nothing else in Woodridge that's in the same category, but this restaurant would be a standout place on its own accord. The steak is excellent and a large meal for two. Small plates are both generous and creative -- the octopus and gigante beans are both great. There are also some really good cocktails using a local DC vermouth that's on tap. It's sort of hard to believe this place has been open for just eight weeks - it already feels polished and relaxed.",40,"Washington, DC",Nido,Jeff H.,"Brooklyn, NY",2026272815,/biz/nido-washington-2
5.0,5.0,The Food was so good and a great date night place to go! The ricotta app with bread was soooo good. As well as the cod was very delicious. I will come back soon ;),40,"Washington, DC",Nido,Ciara L.,"Arlington, VA",2026272815,/biz/nido-washington-2
5.0,5.0,"The cobbler was great, I ordered 2. All the food was extremely flavorful and a refreshing change of tastes. The customer service was really really good and the place is super cute. The street its on is a little shady, I passed the place twice. Good news is there was plenty of street parking. No happy hour though, that makes me sad. I would return and bring girlfriends!",40,"Washington, DC",Nido,Tyeana G.,"Washington, DC",2026272815,/biz/nido-washington-2
5.0,5.0,"Wonderful addition to the neighborhood.  This was like stepping through a portal and ending up at a bright, super-hip spot in Spain. Beautiful space, but more importantly a tasty place. My husband and I had the house made whole milk ricotta, it was to-die-for.  I heard the waitress offer it as a dessert with grilled nectarines - if they have that next time I go, I'm getting that.  The spanish style stuffed grape leaves were perfect.  We enjoyed the aged beef carpaccio, an unusual treat that is not typical on DC menus.  The blistered shishito peppers took us back to our trip to barcelona, a simple dish, but lovely flavors to accompany other plates. Our favorite was the braised pork shoulder over the patatas bravas.  I can't wait to go back to try the pastas and oh-my the tuscan style bone-in sirloin looks amazing.  The menu is small, but offers a solid line-up of wonderful dishes.  Everything we had was delicious.  Also, the drink menu is great, from the cava to the house rose, I can't complain.  AND Vermouth on tap...perfect.  We were there on opening night, so that staff was still trying to gel, but overall the service was nice.  This is a great spot to hang out at the bar with friends or to sit down for a nice meal.  Feeling so lucky that they landed in Woodridge!!!",40,"Washington, DC",Nido,Marianne D.,"Washington, DC",2026272815,/biz/nido-washington-2
5.0,5.0,"I had the pleasure of partaking in the Lemon chicken with olives and the grape leaves with chicken livers. I thoroughly enjoyed it! The service was great, the atmosphere was so very warm and friendly. Erin, the manager is so very sweet!",40,"Washington, DC",Nido,Pamela J.,"Washington D.C., DC",2026272815,/biz/nido-washington-2
5.0,5.0,"Went here with the boyfriend for a late lunch. Unfortunately, they didn't have lunch and dinner hadn't started yet. Fortunately though, they offered to let us sit at the bar until dinner started and I was too hungry (and lazy) to go elsewhere. I'm so glad my laziness - er, hunger- won out because we had an absolutely amazing experience .Jasmine was our bartender and server since we decided to dine at the bar. She was personable, attentive yet not smothering and just all around cute.We enjoyed: First course: chorizo croquetasheirloom tomato, tomatillo, and corn saladHis drink - house ManhattanMy drink - house cobblerSecond course:cavatellipan seared tunaHis drink - old fashion with a Jasmine twistMy drink - DiabloDessert:Pistachio pot de cremeGlass of their Vermouth on tapThe bill was something you would expect to see in Georgetown or downtown Bethesda, but we thought it reasonable for the quality. We will definitely be back for more. I hope to see you there!",40,"Washington, DC",Nido,Kha L.,"Ellicott City, MD",2026272815,/biz/nido-washington-2
5.0,5.0,"Love this new restaurant on the Brookland/Woodridge line! The food is delicious and the atmosphere is very nice. We have been there three time in the past couple of weeks. Went for a Sunday Brunch, dinner, and a happy hour. Each time the food was delicious. Highly recommend the homemade whole milk ricotta and the braised pork shoulder, they are both amazing!  Everything else we've tried has been delicious as well. We had the torpedo meat and cheese board for happy hour and the selection was great. The blueberry upside down cake was delicious also. It's great to have a new restaurant in the neighborhood.",40,"Washington, DC",Nido,J P.,"Washington, DC",2026272815,/biz/nido-washington-2
